Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*28x2/*28x2,,Indeterminate,none
*28x2/*29,,Indeterminate,none
*28x2/*29x2,,Indeterminate,none
*28x2/*30,,Indeterminate,none
*28x2/*31,,Indeterminate,none
*28x2/*32,,Indeterminate,none
*28x2/*33,,Indeterminate,none
*28x2/*34,,Indeterminate,none
*28x2/*35,,Indeterminate,none
*28x2/*35x2,,Indeterminate,none
*28x2/*36,,Indeterminate,none
*28x2/*36+*10,,Indeterminate,none
*28x2/*36+*10x2,,Indeterminate,none
*28x2/*36x2,,Indeterminate,none
*28x2/*36x2+*10,,Indeterminate,none
*28x2/*36x2+*10x2,,Indeterminate,none
*28x2/*37,,Indeterminate,none
*28x2/*38,,Indeterminate,none
*28x2/*39,,Indeterminate,none
*28x2/*40,,Indeterminate,none
*28x2/*41,,Indeterminate,none
*28x2/*41x2,,Indeterminate,none
*28x2/*41x3,,Indeterminate,none
*28x2/*42,,Indeterminate,none
*28x2/*43,,Indeterminate,none
*28x2/*43x2,,Indeterminate,none
*28x2/*44,,Indeterminate,none
*28x2/*45,,Indeterminate,none
*28x2/*45x2,,Indeterminate,none
*28x2/*46,,Indeterminate,none
*28x2/*47,,Indeterminate,none
*28x2/*48,,Indeterminate,none
*28x2/*49,,Indeterminate,none
*28x2/*50,,Indeterminate,none
*28x2/*51,,Indeterminate,none
*28x2/*52,,Indeterminate,none
*28x2/*53,,Indeterminate,none
*28x2/*54,,Indeterminate,none
*28x2/*55,,Indeterminate,none
*28x2/*56,,Indeterminate,none
*28x2/*58,,Indeterminate,none
*28x2/*59,,Indeterminate,none
*28x2/*60,,Indeterminate,none
*28x2/*61,,Indeterminate,none
*28x2/*62,,Indeterminate,none
*28x2/*63,,Indeterminate,none
*28x2/*64,,Indeterminate,none
*28x2/*65,,Indeterminate,none
*28x2/*68,,Indeterminate,none
*28x2/*68+*2,,Indeterminate,none
*28x2/*68+*4,,Indeterminate,none
*28x2/*69,,Indeterminate,none
*28x2/*70,,Indeterminate,none
*28x2/*71,,Indeterminate,none
*28x2/*72,,Indeterminate,none
*28x2/*73,,Indeterminate,none
*28x2/*74,,Indeterminate,none
*28x2/*75,,Indeterminate,none
*28x2/*81,,Indeterminate,none
*28x2/*82,,Indeterminate,none
*28x2/*83,,Indeterminate,none
*28x2/*84,,Indeterminate,none
*28x2/*85,,Indeterminate,none
*28x2/*86,,Indeterminate,none
*28x2/*87,,Indeterminate,none
*28x2/*88,,Indeterminate,none
*28x2/*89,,Indeterminate,none
*28x2/*90,,Indeterminate,none
*28x2/*91,,Indeterminate,none
*28x2/*92,,Indeterminate,none
*28x2/*93,,Indeterminate,none
*28x2/*94,,Indeterminate,none
*28x2/*95,,Indeterminate,none
*28x2/*96,,Indeterminate,none
*28x2/*97,,Indeterminate,none
*28x2/*98,,Indeterminate,none
*28x2/*99,,Indeterminate,none
*28x2/*100,,Indeterminate,none
*28x2/*101,,Indeterminate,none
*28x2/*102,,Indeterminate,none
*28x2/*103,,Indeterminate,none
*28x2/*104,,Indeterminate,none
*28x2/*105,,Indeterminate,none
*28x2/*106,,Indeterminate,none
*28x2/*107,,Indeterminate,none
*28x2/*108,,Indeterminate,none
*28x2/*109,,Indeterminate,none
*28x2/*110,,Indeterminate,none
*28x2/*111,,Indeterminate,none
*28x2/*112,,Indeterminate,none
*28x2/*113,,Indeterminate,none
*28x2/*114,,Indeterminate,none
*28x2/*115,,Indeterminate,none
*28x2/*116,,Indeterminate,none
*28x2/*117,,Indeterminate,none
*28x2/*118,,Indeterminate,none
*28x2/*119,,Indeterminate,none
*28x2/*120,,Indeterminate,none
*28x2/*121,,Indeterminate,none
*28x2/*122,,Indeterminate,none
*28x2/*123,,Indeterminate,none
*28x2/*124,,Indeterminate,none
*28x2/*125,,Indeterminate,none
*28x2/*126,,Indeterminate,none
*28x2/*127,,Indeterminate,none
*28x2/*128,,Indeterminate,none
*28x2/*129,,Indeterminate,none
*28x2/*130,,Indeterminate,none
*28x2/*131,,Indeterminate,none
*28x2/*132,,Indeterminate,none
*28x2/*133,,Indeterminate,none
*28x2/*134,,Indeterminate,none
*28x2/*135,,Indeterminate,none
*28x2/*136,,Indeterminate,none
*28x2/*137,,Indeterminate,none
*28x2/*138,,Indeterminate,none
*28x2/*139,,Indeterminate,none
*28x2/*140,,Indeterminate,none
*28x2/*141,,Indeterminate,none
*28x2/*142,,Indeterminate,none
*28x2/*143,,Indeterminate,none
*28x2/*144,,Indeterminate,none
*28x2/*145,,Indeterminate,none
*28x2/*146,,Indeterminate,none
*28x2/*146x2,,Indeterminate,none
*28x2/*147,,Indeterminate,none
*28x2/*148,,Indeterminate,none
*28x2/*149,,Indeterminate,none
*28x2/*152,,Indeterminate,none
*28x2/*153,,Indeterminate,none
*28x2/*154,,Indeterminate,none
*28x2/*155,,Indeterminate,none
*28x2/*156,,Indeterminate,none
*28x2/*157,,Indeterminate,none
*28x2/*158,,Indeterminate,none
*28x2/*159,,Indeterminate,none
*28x2/*160,,Indeterminate,none
*28x2/*161,,Indeterminate,none
*28x2/*162,,Indeterminate,none
*28x2/*163,,Indeterminate,none
*29/*29,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*29x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*30,,Indeterminate,none
*29/*31,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*32,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*33,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*34,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*35,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*35x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*29/*36,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*36+*10,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*36+*10x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*36x2,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*36x2+*10,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*36x2+*10x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*37,,Indeterminate,none
*29/*38,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*39,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*40,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*41,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*41x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*41x3,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*42,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*43,,Indeterminate,none
*29/*43x2,,Indeterminate,none
*29/*44,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*45,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*45x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*29/*46,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*47,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*48,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*49,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*51,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*52,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*53,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*54,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*56,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*58,,Indeterminate,none
*29/*59,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*60,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*61,,Indeterminate,none
*29/*62,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*63,,Indeterminate,none
*29/*64,,Indeterminate,none
*29/*65,,Indeterminate,none
*29/*68,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*68+*2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29/*68+*4,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*69,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*70,,Indeterminate,none
*29/*71,,Indeterminate,none
*29/*72,,Indeterminate,none
*29/*73,,Indeterminate,none
*29/*74,,Indeterminate,none
*29/*75,,Indeterminate,none
*29/*81,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*82,,Indeterminate,none
*29/*83,,Indeterminate,none
*29/*84,,Indeterminate,none
*29/*85,,Indeterminate,none
*29/*86,,Indeterminate,none
*29/*87,,Indeterminate,none
*29/*88,,Indeterminate,none
*29/*89,,Indeterminate,none
*29/*90,,Indeterminate,none
*29/*91,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*92,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*93,,Indeterminate,none
*29/*94,,Indeterminate,none
*29/*95,,Indeterminate,none
*29/*96,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*97,,Indeterminate,none
*29/*98,,Indeterminate,none
*29/*99,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*100,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*101,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*102,,Indeterminate,none
*29/*103,,Indeterminate,none
*29/*104,,Indeterminate,none
*29/*105,,Indeterminate,none
*29/*106,,Indeterminate,none
*29/*107,,Indeterminate,none
*29/*108,,Indeterminate,none
*29/*109,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*110,,Indeterminate,none
*29/*111,,Indeterminate,none
*29/*112,,Indeterminate,none
*29/*113,,Indeterminate,none
*29/*114,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*115,,Indeterminate,none
*29/*116,,Indeterminate,none
*29/*117,,Indeterminate,none
*29/*118,,Indeterminate,none
*29/*119,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*120,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*121,,Indeterminate,none
*29/*122,,Indeterminate,none
*29/*123,,Indeterminate,none
*29/*124,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*125,,Indeterminate,none
*29/*126,,Indeterminate,none
*29/*127,,Indeterminate,none
*29/*128,,Indeterminate,none
*29/*129,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*130,,Indeterminate,none
*29/*131,,Indeterminate,none
*29/*132,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*133,,Indeterminate,none
*29/*134,,Indeterminate,none
*29/*135,,Indeterminate,none
*29/*136,,Indeterminate,none
*29/*137,,Indeterminate,none
*29/*138,,Indeterminate,none
*29/*139,,Indeterminate,none
*29/*140,,Indeterminate,none
*29/*141,,Indeterminate,none
*29/*142,,Indeterminate,none
*29/*143,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*144,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*145,,Indeterminate,none
*29/*146,,Indeterminate,none
*29/*146x2,,Indeterminate,none
*29/*147,,Indeterminate,none
*29/*148,,Indeterminate,none
*29/*149,,Indeterminate,none
*29/*152,,Indeterminate,none
*29/*153,,Indeterminate,none
*29/*154,,Indeterminate,none
*29/*155,,Indeterminate,none
*29/*156,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*157,,Indeterminate,none
*29/*158,,Indeterminate,none
*29/*159,,Indeterminate,none
*29/*160,,Indeterminate,none
*29/*161,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*162,,Indeterminate,none
*29/*163,,Indeterminate,none
*29x2/*29x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*30,,Indeterminate,none
*29x2/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*32,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*33,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*34,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*35,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*35x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*29x2/*36,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*36+*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*36+*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*36x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*36x2+*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*36x2+*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*37,,Indeterminate,none
*29x2/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*39,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*40,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*41,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*41x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*41x3,1.75,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*42,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*43,,Indeterminate,none
*29x2/*43x2,,Indeterminate,none
*29x2/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*45,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*45x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*29x2/*46,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*47,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*48,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*49,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*50,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*51,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*52,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*53,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*54,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*55,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*56,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*58,,Indeterminate,none
*29x2/*59,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*60,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*61,,Indeterminate,none
*29x2/*62,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*63,,Indeterminate,none
*29x2/*64,,Indeterminate,none
*29x2/*65,,Indeterminate,none
*29x2/*68,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*68+*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*68+*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*69,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*70,,Indeterminate,none
*29x2/*71,,Indeterminate,none
*29x2/*72,,Indeterminate,none
*29x2/*73,,Indeterminate,none
*29x2/*74,,Indeterminate,none
*29x2/*75,,Indeterminate,none
*29x2/*81,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*82,,Indeterminate,none
*29x2/*83,,Indeterminate,none
*29x2/*84,,Indeterminate,none
*29x2/*85,,Indeterminate,none
*29x2/*86,,Indeterminate,none
*29x2/*87,,Indeterminate,none
*29x2/*88,,Indeterminate,none
*29x2/*89,,Indeterminate,none
*29x2/*90,,Indeterminate,none
*29x2/*91,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*92,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*93,,Indeterminate,none
*29x2/*94,,Indeterminate,none
*29x2/*95,,Indeterminate,none
*29x2/*96,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*97,,Indeterminate,none
*29x2/*98,,Indeterminate,none
*29x2/*99,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*100,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*101,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*102,,Indeterminate,none
*29x2/*103,,Indeterminate,none
*29x2/*104,,Indeterminate,none
*29x2/*105,,Indeterminate,none
*29x2/*106,,Indeterminate,none
*29x2/*107,,Indeterminate,none
*29x2/*108,,Indeterminate,none
*29x2/*109,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*110,,Indeterminate,none
*29x2/*111,,Indeterminate,none
*29x2/*112,,Indeterminate,none
*29x2/*113,,Indeterminate,none
*29x2/*114,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*115,,Indeterminate,none
*29x2/*116,,Indeterminate,none
*29x2/*117,,Indeterminate,none
*29x2/*118,,Indeterminate,none
*29x2/*119,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*120,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*121,,Indeterminate,none
*29x2/*122,,Indeterminate,none
*29x2/*123,,Indeterminate,none
*29x2/*124,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*125,,Indeterminate,none
*29x2/*126,,Indeterminate,none
*29x2/*127,,Indeterminate,none
*29x2/*128,,Indeterminate,none
*29x2/*129,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*130,,Indeterminate,none
*29x2/*131,,Indeterminate,none
*29x2/*132,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*29x2/*133,,Indeterminate,none
*29x2/*134,,Indeterminate,none
*29x2/*135,,Indeterminate,none
*29x2/*136,,Indeterminate,none
*29x2/*137,,Indeterminate,none
*29x2/*138,,Indeterminate,none
*29x2/*139,,Indeterminate,none
*29x2/*140,,Indeterminate,none
*29x2/*141,,Indeterminate,none
*29x2/*142,,Indeterminate,none
*29x2/*143,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*144,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*145,,Indeterminate,none
*29x2/*146,,Indeterminate,none
*29x2/*146x2,,Indeterminate,none
*29x2/*147,,Indeterminate,none
*29x2/*148,,Indeterminate,none
*29x2/*149,,Indeterminate,none
*29x2/*152,,Indeterminate,none
*29x2/*153,,Indeterminate,none
*29x2/*154,,Indeterminate,none
*29x2/*155,,Indeterminate,none
*29x2/*156,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*157,,Indeterminate,none
*29x2/*158,,Indeterminate,none
*29x2/*159,,Indeterminate,none
*29x2/*160,,Indeterminate,none
*29x2/*161,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29x2/*162,,Indeterminate,none
*29x2/*163,,Indeterminate,none
*30/*30,,Indeterminate,none
*30/*31,,Indeterminate,none
*30/*32,,Indeterminate,none
*30/*33,,Indeterminate,none
*30/*34,,Indeterminate,none
*30/*35,,Indeterminate,none
*30/*35x2,,Indeterminate,none
*30/*36,,Indeterminate,none
*30/*36+*10,,Indeterminate,none
*30/*36+*10x2,,Indeterminate,none
*30/*36x2,,Indeterminate,none
*30/*36x2+*10,,Indeterminate,none
*30/*36x2+*10x2,,Indeterminate,none
*30/*37,,Indeterminate,none
*30/*38,,Indeterminate,none
*30/*39,,Indeterminate,none
*30/*40,,Indeterminate,none
*30/*41,,Indeterminate,none
*30/*41x2,,Indeterminate,none
*30/*41x3,,Indeterminate,none
*30/*42,,Indeterminate,none
*30/*43,,Indeterminate,none
*30/*43x2,,Indeterminate,none
*30/*44,,Indeterminate,none
*30/*45,,Indeterminate,none
*30/*45x2,,Indeterminate,none
*30/*46,,Indeterminate,none
*30/*47,,Indeterminate,none
*30/*48,,Indeterminate,none
*30/*49,,Indeterminate,none
*30/*50,,Indeterminate,none
*30/*51,,Indeterminate,none
*30/*52,,Indeterminate,none
*30/*53,,Indeterminate,none
*30/*54,,Indeterminate,none
*30/*55,,Indeterminate,none
*30/*56,,Indeterminate,none
*30/*58,,Indeterminate,none
*30/*59,,Indeterminate,none
*30/*60,,Indeterminate,none
*30/*61,,Indeterminate,none
*30/*62,,Indeterminate,none
*30/*63,,Indeterminate,none
*30/*64,,Indeterminate,none
*30/*65,,Indeterminate,none
*30/*68,,Indeterminate,none
*30/*68+*2,,Indeterminate,none
*30/*68+*4,,Indeterminate,none
*30/*69,,Indeterminate,none
*30/*70,,Indeterminate,none
*30/*71,,Indeterminate,none
*30/*72,,Indeterminate,none
*30/*73,,Indeterminate,none
*30/*74,,Indeterminate,none
*30/*75,,Indeterminate,none
*30/*81,,Indeterminate,none
*30/*82,,Indeterminate,none
*30/*83,,Indeterminate,none
*30/*84,,Indeterminate,none
*30/*85,,Indeterminate,none
*30/*86,,Indeterminate,none
*30/*87,,Indeterminate,none
*30/*88,,Indeterminate,none
*30/*89,,Indeterminate,none
*30/*90,,Indeterminate,none
*30/*91,,Indeterminate,none
*30/*92,,Indeterminate,none
*30/*93,,Indeterminate,none
*30/*94,,Indeterminate,none
*30/*95,,Indeterminate,none
*30/*96,,Indeterminate,none
*30/*97,,Indeterminate,none
*30/*98,,Indeterminate,none
*30/*99,,Indeterminate,none
*30/*100,,Indeterminate,none
*30/*101,,Indeterminate,none
*30/*102,,Indeterminate,none
*30/*103,,Indeterminate,none
*30/*104,,Indeterminate,none
*30/*105,,Indeterminate,none
*30/*106,,Indeterminate,none
*30/*107,,Indeterminate,none
*30/*108,,Indeterminate,none
*30/*109,,Indeterminate,none
*30/*110,,Indeterminate,none
*30/*111,,Indeterminate,none
*30/*112,,Indeterminate,none
*30/*113,,Indeterminate,none
*30/*114,,Indeterminate,none
*30/*115,,Indeterminate,none
*30/*116,,Indeterminate,none
*30/*117,,Indeterminate,none
*30/*118,,Indeterminate,none
*30/*119,,Indeterminate,none
*30/*120,,Indeterminate,none
*30/*121,,Indeterminate,none
*30/*122,,Indeterminate,none
*30/*123,,Indeterminate,none
*30/*124,,Indeterminate,none
*30/*125,,Indeterminate,none
*30/*126,,Indeterminate,none
*30/*127,,Indeterminate,none
*30/*128,,Indeterminate,none
*30/*129,,Indeterminate,none
*30/*130,,Indeterminate,none
*30/*131,,Indeterminate,none
*30/*132,,Indeterminate,none
*30/*133,,Indeterminate,none
*30/*134,,Indeterminate,none
*30/*135,,Indeterminate,none
*30/*136,,Indeterminate,none
*30/*137,,Indeterminate,none
*30/*138,,Indeterminate,none
*30/*139,,Indeterminate,none
*30/*140,,Indeterminate,none
*30/*141,,Indeterminate,none
*30/*142,,Indeterminate,none
*30/*143,,Indeterminate,none
*30/*144,,Indeterminate,none
*30/*145,,Indeterminate,none
*30/*146,,Indeterminate,none
*30/*146x2,,Indeterminate,none
*30/*147,,Indeterminate,none
*30/*148,,Indeterminate,none
*30/*149,,Indeterminate,none
*30/*152,,Indeterminate,none
*30/*153,,Indeterminate,none
*30/*154,,Indeterminate,none
*30/*155,,Indeterminate,none
*30/*156,,Indeterminate,none
*30/*157,,Indeterminate,none
*30/*158,,Indeterminate,none
*30/*159,,Indeterminate,none
*30/*160,,Indeterminate,none
*30/*161,,Indeterminate,none
*30/*162,,Indeterminate,none
*30/*163,,Indeterminate,none
*31/*31,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*32,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*33,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*34,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*35,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*35x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*31/*36,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*36+*10,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*36+*10x2,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
